Delivery Start (CET);Delivery End (CET);NO4 Fossil Gas (MW);NO4 Hydro Run Of River And Poundage (MW);NO4 Hydro Water Reservoir (MW);NO4 Other (MW);NO4 Other Renewable (MW);NO4 Wind Offshore (MW);NO4 Wind Onshore (MW);NO4 Total (MW)
14.01.2023 04:00:00;14.01.2023 05:00:00;179;131;3174;;40;;212;3736
14.01.2023 05:00:00;14.01.2023 06:00:00;179;131;3157;;42;;164;3673
14.01.2023 06:00:00;14.01.2023 07:00:00;179;131;3225;;42;;156;3733
14.01.2023 07:00:00;14.01.2023 08:00:00;177;132;3238;;38;;216;3801
14.01.2023 08:00:00;14.01.2023 09:00:00;180;141;3578;;38;;231;4168
14.01.2023 09:00:00;14.01.2023 10:00:00;179;146;3832;;38;;223;4418
14.01.2023 10:00:00;14.01.2023 11:00:00;179;149;3696;;41;;310;4375
14.01.2023 11:00:00;14.01.2023 12:00:00;180;151;3761;;43;;327;4462
14.01.2023 12:00:00;14.01.2023 13:00:00;181;150;3427;;37;;315;4110
14.01.2023 13:00:00;14.01.2023 14:00:00;181;144;3417;;40;;340;4122
14.01.2023 14:00:00;14.01.2023 15:00:00;181;143;3405;;40;;390;4159
14.01.2023 15:00:00;14.01.2023 16:00:00;181;143;3373;;41;;380;4118
14.01.2023 16:00:00;14.01.2023 17:00:00;181;144;3479;;43;;402;4249
14.01.2023 17:00:00;14.01.2023 18:00:00;181;143;3504;;46;;366;4240
14.01.2023 18:00:00;14.01.2023 19:00:00;181;143;3512;;45;;356;4237
14.01.2023 19:00:00;14.01.2023 20:00:00;181;142;3473;;46;;285;4127
14.01.2023 20:00:00;14.01.2023 21:00:00;181;142;3359;;42;;296;4020
14.01.2023 21:00:00;14.01.2023 22:00:00;181;143;3281;;41;;283;3929
14.01.2023 22:00:00;14.01.2023 23:00:00;183;142;3177;;41;;289;3832
14.01.2023 23:00:00;15.01.2023 00:00:00;183;141;3123;;47;;291;3785
15.01.2023 00:00:00;15.01.2023 01:00:00;183;129;2629;;46;;288;3275
15.01.2023 01:00:00;15.01.2023 02:00:00;180;129;2538;;41;;293;3181
15.01.2023 02:00:00;15.01.2023 03:00:00;181;129;1974;;36;;274;2594
15.01.2023 03:00:00;15.01.2023 04:00:00;182;126;1849;;36;;264;2457
15.01.2023 04:00:00;15.01.2023 05:00:00;182;129;1816;;36;;306;2469
15.01.2023 05:00:00;15.01.2023 06:00:00;182;129;1832;;39;;326;2508
15.01.2023 06:00:00;15.01.2023 07:00:00;181;129;1926;;38;;315;2589
15.01.2023 07:00:00;15.01.2023 08:00:00;182;130;2017;;37;;293;2659
15.01.2023 08:00:00;15.01.2023 09:00:00;180;130;2102;;35;;274;2721
15.01.2023 09:00:00;15.01.2023 10:00:00;181;129;2621;;36;;240;3207
15.01.2023 10:00:00;15.01.2023 11:00:00;181;131;2898;;35;;245;3490
15.01.2023 11:00:00;15.01.2023 12:00:00;181;132;2966;;36;;284;3599
15.01.2023 12:00:00;15.01.2023 13:00:00;181;135;2872;;35;;285;3508
15.01.2023 13:00:00;15.01.2023 14:00:00;183;136;2633;;36;;375;3363
15.01.2023 14:00:00;15.01.2023 15:00:00;184;132;2574;;34;;407;3331
15.01.2023 15:00:00;15.01.2023 16:00:00;184;132;2608;;34;;423;3381
15.01.2023 16:00:00;15.01.2023 17:00:00;184;132;2932;;36;;453;3737
15.01.2023 17:00:00;15.01.2023 18:00:00;184;134;2738;;40;;482;3578
15.01.2023 18:00:00;15.01.2023 19:00:00;184;143;2783;;42;;468;3620
15.01.2023 19:00:00;15.01.2023 20:00:00;184;151;2412;;42;;381;3170
15.01.2023 20:00:00;15.01.2023 21:00:00;184;158;2364;;39;;278;3023
15.01.2023 21:00:00;15.01.2023 22:00:00;183;158;2424;;39;;196;3000
15.01.2023 22:00:00;15.01.2023 23:00:00;183;170;2987;;36;;185;3561
15.01.2023 23:00:00;16.01.2023 00:00:00;182;161;3271;;37;;141;3792
16.01.2023 00:00:00;16.01.2023 01:00:00;177;153;2999;;40;;129;3498
16.01.2023 01:00:00;16.01.2023 02:00:00;177;152;2963;;53;;189;3534
16.01.2023 02:00:00;16.01.2023 03:00:00;177;152;3033;;50;;194;3606
16.01.2023 03:00:00;16.01.2023 04:00:00;177;151;2976;;43;;188;3535
16.01.2023 04:00:00;16.01.2023 05:00:00;176;152;3058;;43;;169;3598
16.01.2023 05:00:00;16.01.2023 06:00:00;177;157;3213;;39;;151;3737
16.01.2023 06:00:00;16.01.2023 07:00:00;176;159;3471;;41;;139;3986
16.01.2023 07:00:00;16.01.2023 08:00:00;176;162;3650;;39;;142;4169
16.01.2023 08:00:00;16.01.2023 09:00:00;176;153;3712;;42;;180;4263
16.01.2023 09:00:00;16.01.2023 10:00:00;176;155;3740;;41;;167;4279
16.01.2023 10:00:00;16.01.2023 11:00:00;176;155;3812;;42;;182;4367
16.01.2023 11:00:00;16.01.2023 12:00:00;176;155;3851;;40;;166;4388
16.01.2023 12:00:00;16.01.2023 13:00:00;177;155;3833;;42;;209;4416
16.01.2023 13:00:00;16.01.2023 14:00:00;176;155;3799;;44;;209;4383
16.01.2023 14:00:00;16.01.2023 15:00:00;176;155;3674;;43;;200;4248
16.01.2023 15:00:00;16.01.2023 16:00:00;176;146;3433;;45;;211;4011
16.01.2023 16:00:00;16.01.2023 17:00:00;176;145;3473;;49;;187;4030
16.01.2023 17:00:00;16.01.2023 18:00:00;177;146;3578;;48;;153;4102
16.01.2023 18:00:00;16.01.2023 19:00:00;177;144;3709;;46;;181;4257
16.01.2023 19:00:00;16.01.2023 20:00:00;177;142;3786;;45;;193;4343
16.01.2023 20:00:00;16.01.2023 21:00:00;177;136;3772;;46;;172;4303
16.01.2023 21:00:00;16.01.2023 22:00:00;177;134;3758;;44;;170;4283
16.01.2023 22:00:00;16.01.2023 23:00:00;177;133;3657;;45;;184;4196
16.01.2023 23:00:00;17.01.2023 00:00:00;176;132;3589;;46;;171;4114
17.01.2023 00:00:00;17.01.2023 01:00:00;176;135;3493;;48;;169;4021
17.01.2023 01:00:00;17.01.2023 02:00:00;177;137;3232;;49;;145;3740
17.01.2023 02:00:00;17.01.2023 03:00:00;177;136;3203;;48;;132;3696
17.01.2023 03:00:00;17.01.2023 04:00:00;176;132;3080;;47;;168;3603
17.01.2023 04:00:00;17.01.2023 05:00:00;176;135;3119;;46;;141;3617
17.01.2023 05:00:00;17.01.2023 06:00:00;176;140;3283;;46;;120;3765
17.01.2023 06:00:00;17.01.2023 07:00:00;176;141;3343;;49;;124;3833
17.01.2023 07:00:00;17.01.2023 08:00:00;177;144;3401;;36;;104;3862
17.01.2023 08:00:00;17.01.2023 09:00:00;177;144;3282;;37;;132;3772
17.01.2023 09:00:00;17.01.2023 10:00:00;177;143;3209;;35;;164;3728
17.01.2023 10:00:00;17.01.2023 11:00:00;178;146;3269;;36;;152;3781
17.01.2023 11:00:00;17.01.2023 12:00:00;180;146;3274;;37;;167;3804
17.01.2023 12:00:00;17.01.2023 13:00:00;180;144;3390;;32;;238;3984
17.01.2023 13:00:00;17.01.2023 14:00:00;181;38;3525;;32;;318;4094
17.01.2023 14:00:00;17.01.2023 15:00:00;181;37;3518;;34;;356;4126
17.01.2023 15:00:00;17.01.2023 16:00:00;181;37;3585;;40;;398;4241
17.01.2023 16:00:00;17.01.2023 17:00:00;181;37;3421;;40;;457;4136
17.01.2023 17:00:00;17.01.2023 18:00:00;181;37;3246;;40;;394;3898
17.01.2023 18:00:00;17.01.2023 19:00:00;181;37;3057;;44;;367;3686
17.01.2023 19:00:00;17.01.2023 20:00:00;181;37;3071;;42;;447;3778
17.01.2023 20:00:00;17.01.2023 21:00:00;182;37;3188;;41;;451;3899
17.01.2023 21:00:00;17.01.2023 22:00:00;182;37;3419;;41;;376;4055
17.01.2023 22:00:00;17.01.2023 23:00:00;182;37;3484;;40;;344;4087
17.01.2023 23:00:00;18.01.2023 00:00:00;182;37;3413;;41;;375;4048
18.01.2023 00:00:00;18.01.2023 01:00:00;182;36;3218;;44;;357;3837
18.01.2023 01:00:00;18.01.2023 02:00:00;182;36;3189;;45;;413;3865
18.01.2023 02:00:00;18.01.2023 03:00:00;182;36;3175;;43;;351;3787
18.01.2023 03:00:00;18.01.2023 04:00:00;182;36;3180;;44;;421;3863
18.01.2023 04:00:00;18.01.2023 05:00:00;182;36;3217;;43;;403;3881
18.01.2023 05:00:00;18.01.2023 06:00:00;181;36;3345;;44;;485;4091
18.01.2023 06:00:00;18.01.2023 07:00:00;181;36;3402;;45;;507;4171
18.01.2023 07:00:00;18.01.2023 08:00:00;181;36;3454;;39;;572;4282
18.01.2023 08:00:00;18.01.2023 09:00:00;181;37;3375;;42;;613;4248
18.01.2023 09:00:00;18.01.2023 10:00:00;181;37;3373;;47;;617;4255
18.01.2023 10:00:00;18.01.2023 11:00:00;181;37;3366;;46;;632;4262
18.01.2023 11:00:00;18.01.2023 12:00:00;182;37;3361;;47;;631;4258
18.01.2023 12:00:00;18.01.2023 13:00:00;182;36;3356;;39;;636;4249
18.01.2023 13:00:00;18.01.2023 14:00:00;181;147;3279;;43;;629;4279
18.01.2023 14:00:00;18.01.2023 15:00:00;182;146;3298;;43;;623;4292
18.01.2023 15:00:00;18.01.2023 16:00:00;183;148;3296;;42;;622;4291
18.01.2023 16:00:00;18.01.2023 17:00:00;183;148;3275;;45;;631;4282
18.01.2023 17:00:00;18.01.2023 18:00:00;182;150;3320;;45;;572;4269
18.01.2023 18:00:00;18.01.2023 19:00:00;182;146;3295;;46;;586;4255
18.01.2023 19:00:00;18.01.2023 20:00:00;182;146;3278;;45;;635;4286
18.01.2023 20:00:00;18.01.2023 21:00:00;182;140;3015;;47;;633;4017
18.01.2023 21:00:00;18.01.2023 22:00:00;181;142;2575;;44;;591;3533
18.01.2023 22:00:00;18.01.2023 23:00:00;181;141;2849;;38;;581;3790
18.01.2023 23:00:00;19.01.2023 00:00:00;181;141;2983;;39;;583;3927
19.01.2023 00:00:00;19.01.2023 01:00:00;181;139;3240;;44;;578;4182
19.01.2023 01:00:00;19.01.2023 02:00:00;182;138;3245;;44;;551;4160
19.01.2023 02:00:00;19.01.2023 03:00:00;182;139;3244;;43;;542;4150
19.01.2023 03:00:00;19.01.2023 04:00:00;181;139;3212;;46;;521;4099
19.01.2023 04:00:00;19.01.2023 05:00:00;181;140;3216;;47;;490;4074
19.01.2023 05:00:00;19.01.2023 06:00:00;181;140;3212;;46;;496;4075
19.01.2023 06:00:00;19.01.2023 07:00:00;181;144;3395;;46;;510;4276
19.01.2023 07:00:00;19.01.2023 08:00:00;181;146;3534;;40;;540;4441
19.01.2023 08:00:00;19.01.2023 09:00:00;181;144;3462;;41;;560;4388
19.01.2023 09:00:00;19.01.2023 10:00:00;181;145;3461;;43;;539;4369
19.01.2023 10:00:00;19.01.2023 11:00:00;181;156;3453;;34;;546;4370
19.01.2023 11:00:00;19.01.2023 12:00:00;182;149;3464;;37;;590;4422
19.01.2023 12:00:00;19.01.2023 13:00:00;182;149;3361;;21;;546;4259
19.01.2023 13:00:00;19.01.2023 14:00:00;181;149;3497;;21;;482;4330
19.01.2023 14:00:00;19.01.2023 15:00:00;182;146;3504;;34;;482;4348
19.01.2023 15:00:00;19.01.2023 16:00:00;180;146;3443;;35;;519;4323
19.01.2023 16:00:00;19.01.2023 17:00:00;181;147;3457;;37;;469;4291
19.01.2023 17:00:00;19.01.2023 18:00:00;181;147;3412;;40;;415;4195
19.01.2023 18:00:00;19.01.2023 19:00:00;181;148;3462;;40;;378;4209
19.01.2023 19:00:00;19.01.2023 20:00:00;182;149;3447;;40;;365;4183
19.01.2023 20:00:00;19.01.2023 21:00:00;181;145;3435;;42;;403;4206
19.01.2023 21:00:00;19.01.2023 22:00:00;182;144;3420;;43;;360;4149
19.01.2023 22:00:00;19.01.2023 23:00:00;180;143;3377;;44;;346;4090
19.01.2023 23:00:00;20.01.2023 00:00:00;180;142;3372;;40;;427;4161
20.01.2023 00:00:00;20.01.2023 01:00:00;180;144;3308;;42;;395;4069
20.01.2023 01:00:00;20.01.2023 02:00:00;180;143;3243;;44;;400;4010
20.01.2023 02:00:00;20.01.2023 03:00:00;180;142;3202;;43;;414;3981
20.01.2023 03:00:00;20.01.2023 04:00:00;180;142;3186;;45;;478;4031
20.01.2023 04:00:00;20.01.2023 05:00:00;180;143;3199;;47;;465;4034
20.01.2023 05:00:00;20.01.2023 06:00:00;182;144;3208;;48;;446;4028
20.01.2023 06:00:00;20.01.2023 07:00:00;182;156;3292;;47;;369;4046
20.01.2023 07:00:00;20.01.2023 08:00:00;182;150;3512;;42;;255;4141
20.01.2023 08:00:00;20.01.2023 09:00:00;182;151;3666;;42;;198;4239
20.01.2023 09:00:00;20.01.2023 10:00:00;182;159;3729;;40;;233;4343
20.01.2023 10:00:00;20.01.2023 11:00:00;182;153;3633;;45;;279;4292
20.01.2023 11:00:00;20.01.2023 12:00:00;182;146;3474;;43;;330;4175
20.01.2023 12:00:00;20.01.2023 13:00:00;182;147;3306;;43;;343;4021
20.01.2023 13:00:00;20.01.2023 14:00:00;182;146;3525;;44;;279;4176
20.01.2023 14:00:00;20.01.2023 15:00:00;181;144;3554;;44;;266;4189
20.01.2023 15:00:00;20.01.2023 16:00:00;180;145;3509;;44;;303;4181
20.01.2023 16:00:00;20.01.2023 17:00:00;181;147;3441;;47;;362;4178
20.01.2023 17:00:00;20.01.2023 18:00:00;180;149;3512;;47;;402;4290
20.01.2023 18:00:00;20.01.2023 19:00:00;181;150;3452;;49;;413;4245
20.01.2023 19:00:00;20.01.2023 20:00:00;181;150;3383;;45;;411;4170
20.01.2023 20:00:00;20.01.2023 21:00:00;181;144;3327;;47;;447;4146
20.01.2023 21:00:00;20.01.2023 22:00:00;181;143;3232;;47;;417;4020
20.01.2023 22:00:00;20.01.2023 23:00:00;181;140;3032;;45;;345;3743
20.01.2023 23:00:00;21.01.2023 00:00:00;182;139;2826;;45;;335;3527
21.01.2023 00:00:00;21.01.2023 01:00:00;183;131;3083;;42;;333;3772
21.01.2023 01:00:00;21.01.2023 02:00:00;182;132;3259;;45;;340;3958
21.01.2023 02:00:00;21.01.2023 03:00:00;181;131;3370;;44;;344;4070
21.01.2023 03:00:00;21.01.2023 04:00:00;181;131;3390;;44;;332;4078
21.01.2023 04:00:00;21.01.2023 05:00:00;181;131;3349;;45;;290;3996
21.01.2023 05:00:00;21.01.2023 06:00:00;181;130;3305;;44;;261;3921
21.01.2023 06:00:00;21.01.2023 07:00:00;181;132;3191;;44;;231;3779
21.01.2023 07:00:00;21.01.2023 08:00:00;181;133;3169;;39;;239;3761
21.01.2023 08:00:00;21.01.2023 09:00:00;181;147;3047;;38;;274;3687
21.01.2023 09:00:00;21.01.2023 10:00:00;182;150;3262;;41;;292;3927
21.01.2023 10:00:00;21.01.2023 11:00:00;182;147;3397;;42;;412;4180
21.01.2023 11:00:00;21.01.2023 12:00:00;182;152;3530;;43;;461;4368
21.01.2023 12:00:00;21.01.2023 13:00:00;182;150;3662;;44;;484;4522
21.01.2023 13:00:00;21.01.2023 14:00:00;182;151;3469;;43;;566;4411
21.01.2023 14:00:00;21.01.2023 15:00:00;182;151;3240;;43;;664;4280
21.01.2023 15:00:00;21.01.2023 16:00:00;182;153;3224;;42;;688;4289
21.01.2023 16:00:00;21.01.2023 17:00:00;182;151;3202;;44;;668;4247
21.01.2023 17:00:00;21.01.2023 18:00:00;182;149;3125;;45;;683;4184
21.01.2023 18:00:00;21.01.2023 19:00:00;182;148;3124;;45;;706;4205
21.01.2023 19:00:00;21.01.2023 20:00:00;182;149;2948;;42;;733;4054
21.01.2023 20:00:00;21.01.2023 21:00:00;182;150;3032;;43;;742;4149
21.01.2023 21:00:00;21.01.2023 22:00:00;182;148;3030;;44;;756;4160
21.01.2023 22:00:00;21.01.2023 23:00:00;182;149;3005;;43;;758;4137
21.01.2023 23:00:00;22.01.2023 00:00:00;181;150;2994;;44;;723;4092
22.01.2023 00:00:00;22.01.2023 01:00:00;181;143;3208;;45;;693;4270
22.01.2023 01:00:00;22.01.2023 02:00:00;181;139;3293;;45;;686;4344
22.01.2023 02:00:00;22.01.2023 03:00:00;182;141;3298;;42;;701;4364
22.01.2023 03:00:00;22.01.2023 04:00:00;181;139;3195;;43;;707;4265
22.01.2023 04:00:00;22.01.2023 05:00:00;182;137;3136;;42;;687;4184
22.01.2023 05:00:00;22.01.2023 06:00:00;182;140;3181;;39;;665;4207
22.01.2023 06:00:00;22.01.2023 07:00:00;180;138;3145;;36;;611;4110
22.01.2023 07:00:00;22.01.2023 08:00:00;180;137;3114;;32;;639;4102
22.01.2023 08:00:00;22.01.2023 09:00:00;180;138;3017;;36;;665;4036
22.01.2023 09:00:00;22.01.2023 10:00:00;180;139;3031;;38;;657;4045
22.01.2023 10:00:00;22.01.2023 11:00:00;182;141;3063;;41;;655;4082
22.01.2023 11:00:00;22.01.2023 12:00:00;181;139;3073;;41;;593;4027
22.01.2023 12:00:00;22.01.2023 13:00:00;182;137;2771;;40;;563;3693
22.01.2023 13:00:00;22.01.2023 14:00:00;183;141;2293;;41;;585;3243
22.01.2023 14:00:00;22.01.2023 15:00:00;181;141;2283;;36;;664;3305
22.01.2023 15:00:00;22.01.2023 16:00:00;181;140;2289;;40;;634;3284
22.01.2023 16:00:00;22.01.2023 17:00:00;181;140;2277;;39;;672;3309
22.01.2023 17:00:00;22.01.2023 18:00:00;181;139;2234;;38;;664;3256
22.01.2023 18:00:00;22.01.2023 19:00:00;180;140;2220;;40;;733;3313
22.01.2023 19:00:00;22.01.2023 20:00:00;180;138;2214;;42;;786;3360
22.01.2023 20:00:00;22.01.2023 21:00:00;181;139;2215;;46;;786;3367
22.01.2023 21:00:00;22.01.2023 22:00:00;182;137;2207;;43;;793;3362
22.01.2023 22:00:00;22.01.2023 23:00:00;182;137;2190;;44;;819;3372
22.01.2023 23:00:00;23.01.2023 00:00:00;183;136;2179;;46;;827;3371
23.01.2023 00:00:00;23.01.2023 01:00:00;181;133;2354;;49;;880;3597
23.01.2023 01:00:00;23.01.2023 02:00:00;179;137;2051;;48;;850;3265
23.01.2023 02:00:00;23.01.2023 03:00:00;179;139;2022;;46;;812;3198
23.01.2023 03:00:00;23.01.2023 04:00:00;180;139;2152;;48;;797;3316
23.01.2023 04:00:00;23.01.2023 05:00:00;178;132;2455;;45;;844;3654
23.01.2023 05:00:00;23.01.2023 06:00:00;179;133;2473;;42;;841;3668
23.01.2023 06:00:00;23.01.2023 07:00:00;178;134;2539;;43;;806;3700
23.01.2023 07:00:00;23.01.2023 08:00:00;179;143;2449;;39;;821;3631
23.01.2023 08:00:00;23.01.2023 09:00:00;180;142;2426;;42;;827;3617
23.01.2023 09:00:00;23.01.2023 10:00:00;178;144;2600;;39;;869;3830
23.01.2023 10:00:00;23.01.2023 11:00:00;179;147;2610;;43;;843;3822
23.01.2023 11:00:00;23.01.2023 12:00:00;178;146;2618;;41;;825;3808
23.01.2023 12:00:00;23.01.2023 13:00:00;179;147;2738;;40;;826;3930
23.01.2023 13:00:00;23.01.2023 14:00:00;177;145;2816;;44;;746;3928
23.01.2023 14:00:00;23.01.2023 15:00:00;178;143;2515;;46;;823;3705
23.01.2023 15:00:00;23.01.2023 16:00:00;178;146;2498;;45;;842;3709
23.01.2023 16:00:00;23.01.2023 17:00:00;179;151;2642;;47;;813;3832
23.01.2023 17:00:00;23.01.2023 18:00:00;179;147;2698;;51;;853;3928
23.01.2023 18:00:00;23.01.2023 19:00:00;178;150;2680;;51;;716;3775
23.01.2023 19:00:00;23.01.2023 20:00:00;178;146;2506;;51;;637;3518
23.01.2023 20:00:00;23.01.2023 21:00:00;178;139;2258;;50;;647;3272
23.01.2023 21:00:00;23.01.2023 22:00:00;146;138;2173;;48;;714;3219
23.01.2023 22:00:00;23.01.2023 23:00:00;137;140;2121;;46;;691;3135
23.01.2023 23:00:00;24.01.2023 00:00:00;177;138;2140;;48;;721;3224
24.01.2023 00:00:00;24.01.2023 01:00:00;177;137;1788;;45;;769;2916
24.01.2023 01:00:00;24.01.2023 02:00:00;177;136;1902;;45;;703;2963
24.01.2023 02:00:00;24.01.2023 03:00:00;178;134;2148;;46;;687;3193
24.01.2023 03:00:00;24.01.2023 04:00:00;177;131;2301;;42;;647;3298
24.01.2023 04:00:00;24.01.2023 05:00:00;177;131;2500;;44;;663;3515
24.01.2023 05:00:00;24.01.2023 06:00:00;178;133;2856;;41;;654;3862
24.01.2023 06:00:00;24.01.2023 07:00:00;178;141;2908;;41;;642;3910
24.01.2023 07:00:00;24.01.2023 08:00:00;178;153;2966;;44;;626;3967
24.01.2023 08:00:00;24.01.2023 09:00:00;178;154;2856;;56;;574;3818
24.01.2023 09:00:00;24.01.2023 10:00:00;178;153;2966;;55;;564;3916
24.01.2023 10:00:00;24.01.2023 11:00:00;178;157;2841;;57;;547;3780
24.01.2023 11:00:00;24.01.2023 12:00:00;180;157;3038;;54;;544;3973
24.01.2023 12:00:00;24.01.2023 13:00:00;191;161;3084;;37;;546;4019
24.01.2023 13:00:00;24.01.2023 14:00:00;197;159;3076;;25;;463;3920
24.01.2023 14:00:00;24.01.2023 15:00:00;197;157;3083;;14;;476;3927
24.01.2023 15:00:00;24.01.2023 16:00:00;178;157;3065;;20;;418;3838
24.01.2023 16:00:00;24.01.2023 17:00:00;178;156;2891;;20;;482;3727
24.01.2023 17:00:00;24.01.2023 18:00:00;178;149;2733;;42;;626;3728
24.01.2023 18:00:00;24.01.2023 19:00:00;178;150;2569;;39;;750;3686
24.01.2023 19:00:00;24.01.2023 20:00:00;178;147;2480;;37;;715;3557
24.01.2023 20:00:00;24.01.2023 21:00:00;178;132;2202;;38;;632;3182
24.01.2023 21:00:00;24.01.2023 22:00:00;178;133;1809;;36;;606;2762
24.01.2023 22:00:00;24.01.2023 23:00:00;178;131;1170;;38;;584;2101
24.01.2023 23:00:00;25.01.2023 00:00:00;179;132;983;;37;;585;1916
25.01.2023 00:00:00;25.01.2023 01:00:00;179;141;827;1186;39;0;626;2998
25.01.2023 01:00:00;25.01.2023 02:00:00;179;129;821;1166;37;0;551;2883
25.01.2023 02:00:00;25.01.2023 03:00:00;179;129;814;1157;35;0;497;2811
25.01.2023 03:00:00;25.01.2023 04:00:00;179;130;801;1145;35;0;457;2747
25.01.2023 04:00:00;25.01.2023 05:00:00;178;131;811;1156;36;0;333;2645
25.01.2023 05:00:00;25.01.2023 06:00:00;178;133;893;1224;20;0;362;2810
25.01.2023 06:00:00;25.01.2023 07:00:00;179;157;1254;1610;20;0;399;3619
25.01.2023 07:00:00;25.01.2023 08:00:00;178;166;2098;2459;17;0;389;5307
25.01.2023 08:00:00;25.01.2023 09:00:00;178;185;2234;2621;24;0;408;5650
25.01.2023 09:00:00;25.01.2023 10:00:00;179;188;2348;2738;23;0;476;5952
25.01.2023 10:00:00;25.01.2023 11:00:00;179;194;2320;2717;24;0;556;5990
25.01.2023 11:00:00;25.01.2023 12:00:00;180;200;2259;2671;32;0;580;5922
25.01.2023 12:00:00;25.01.2023 13:00:00;180;200;2250;2661;31;0;631;5953
25.01.2023 13:00:00;25.01.2023 14:00:00;180;202;2358;2771;31;0;653;6195
25.01.2023 14:00:00;25.01.2023 15:00:00;180;203;2462;2871;26;0;661;6403
25.01.2023 15:00:00;25.01.2023 16:00:00;181;201;2589;2989;18;0;698;6676
25.01.2023 16:00:00;25.01.2023 17:00:00;180;202;2773;3185;30;0;619;6989
25.01.2023 17:00:00;25.01.2023 18:00:00;180;200;2708;3121;33;0;550;6792
25.01.2023 18:00:00;25.01.2023 19:00:00;181;200;2696;3111;34;0;549;6771
25.01.2023 19:00:00;25.01.2023 20:00:00;181;209;2709;3134;35;0;504;6772
25.01.2023 20:00:00;25.01.2023 21:00:00;181;205;2743;3164;35;0;455;6783
25.01.2023 21:00:00;25.01.2023 22:00:00;181;207;2859;3282;35;0;494;7058
25.01.2023 22:00:00;25.01.2023 23:00:00;182;211;2840;3266;33;0;460;6992
25.01.2023 23:00:00;26.01.2023 00:00:00;182;217;2837;3271;35;0;486;7028
26.01.2023 00:00:00;26.01.2023 01:00:00;182;200;2896;;34;;454;3766
26.01.2023 01:00:00;26.01.2023 02:00:00;181;202;2910;;35;;473;3801
26.01.2023 02:00:00;26.01.2023 03:00:00;180;210;2917;;34;;489;3830
26.01.2023 03:00:00;26.01.2023 04:00:00;181;211;2864;;38;;491;3785
26.01.2023 04:00:00;26.01.2023 05:00:00;182;208;2827;;37;;585;3839
26.01.2023 05:00:00;26.01.2023 06:00:00;182;211;2825;;36;;626;3880
26.01.2023 06:00:00;26.01.2023 07:00:00;182;219;2432;;37;;610;3480
26.01.2023 07:00:00;26.01.2023 08:00:00;182;227;2741;;36;;616;3802
26.01.2023 08:00:00;26.01.2023 09:00:00;182;222;2657;;36;;601;3698
26.01.2023 09:00:00;26.01.2023 10:00:00;182;223;2669;;35;;592;3701
26.01.2023 10:00:00;26.01.2023 11:00:00;181;219;2681;;35;;599;3715
26.01.2023 11:00:00;26.01.2023 12:00:00;181;216;2820;;37;;574;3828
26.01.2023 12:00:00;26.01.2023 13:00:00;181;216;2841;;40;;586;3864
26.01.2023 13:00:00;26.01.2023 14:00:00;181;215;2839;;41;;578;3854
26.01.2023 14:00:00;26.01.2023 15:00:00;182;217;2920;;41;;545;3905
26.01.2023 15:00:00;26.01.2023 16:00:00;183;215;3029;;44;;506;3977
26.01.2023 16:00:00;26.01.2023 17:00:00;183;214;3025;;40;;518;3980
26.01.2023 17:00:00;26.01.2023 18:00:00;183;215;2856;;38;;505;3797
26.01.2023 18:00:00;26.01.2023 19:00:00;183;214;2576;;41;;553;3567
26.01.2023 19:00:00;26.01.2023 20:00:00;183;212;2526;;41;;544;3506
26.01.2023 20:00:00;26.01.2023 21:00:00;183;207;2752;;41;;374;3557
26.01.2023 21:00:00;26.01.2023 22:00:00;183;213;2880;;41;;365;3682
26.01.2023 22:00:00;26.01.2023 23:00:00;182;215;2987;;38;;485;3907
26.01.2023 23:00:00;27.01.2023 00:00:00;182;213;2915;;40;;465;3815
27.01.2023 00:00:00;27.01.2023 01:00:00;183;212;2903;;40;;456;3794
27.01.2023 01:00:00;27.01.2023 02:00:00;183;210;2879;;43;;498;3813
27.01.2023 02:00:00;27.01.2023 03:00:00;182;211;2917;;40;;409;3759
27.01.2023 03:00:00;27.01.2023 04:00:00;182;213;2965;;40;;356;3756
27.01.2023 04:00:00;27.01.2023 05:00:00;182;211;2963;;41;;303;3700
27.01.2023 05:00:00;27.01.2023 06:00:00;182;210;2995;;38;;367;3792
27.01.2023 06:00:00;27.01.2023 07:00:00;182;211;2875;;40;;401;3709
27.01.2023 07:00:00;27.01.2023 08:00:00;182;216;2629;;37;;423;3487
27.01.2023 08:00:00;27.01.2023 09:00:00;182;216;2632;;38;;505;3573
27.01.2023 09:00:00;27.01.2023 10:00:00;182;216;2397;;42;;572;3409
27.01.2023 10:00:00;27.01.2023 11:00:00;182;215;2378;;41;;579;3395
27.01.2023 11:00:00;27.01.2023 12:00:00;182;216;2294;;41;;598;3331
27.01.2023 12:00:00;27.01.2023 13:00:00;182;217;2277;;45;;618;3339
27.01.2023 13:00:00;27.01.2023 14:00:00;182;220;2766;;41;;660;3869
27.01.2023 14:00:00;27.01.2023 15:00:00;182;218;2561;;37;;669;3667
27.01.2023 15:00:00;27.01.2023 16:00:00;181;216;2303;;39;;672;3411
27.01.2023 16:00:00;27.01.2023 17:00:00;181;216;2487;;39;;689;3612
27.01.2023 17:00:00;27.01.2023 18:00:00;181;215;2532;;43;;667;3638
27.01.2023 18:00:00;27.01.2023 19:00:00;181;216;2528;;43;;568;3536
27.01.2023 19:00:00;27.01.2023 20:00:00;180;215;2522;;40;;578;3535
