Delivery Start (CET);Delivery End (CET);NO4 NO4->FI Export (MW);NO4 FI->NO4 Import (MW);NO4 NO4->NO3 Export (MW);NO4 NO3->NO4 Import (MW);NO4 NO4->SE1 Export (MW);NO4 SE1->NO4 Import (MW);NO4 NO4->SE2 Export (MW);NO4 SE2->NO4 Import (MW);NO4 Total Export (MW);NO4 Total Import (MW);NO4 Total Net Position (MW)
10.01.2025 16:00:00;10.01.2025 17:00:00;0;0;1354;0;0;0;447.1;0;1801.1;0;-1801.1
10.01.2025 17:00:00;10.01.2025 18:00:00;0;0;1328.9;0;0;0;479.3;0;1808.2;0;-1808.2
10.01.2025 18:00:00;10.01.2025 19:00:00;0;0;1531.5;0;0;0;271.1;0;1802.6;0;-1802.6
10.01.2025 19:00:00;10.01.2025 20:00:00;0;0;1544.7;0;0;0;244.1;0;1788.8;0;-1788.8
10.01.2025 20:00:00;10.01.2025 21:00:00;0;0;1531.6;0;0;0;246.5;0;1778.1;0;-1778.1
10.01.2025 21:00:00;10.01.2025 22:00:00;0;0;1492.4;0;0;0;259.8;0;1752.2;0;-1752.2
10.01.2025 22:00:00;10.01.2025 23:00:00;0;0;1742.5;0;0;0;0;0;1742.5;0;-1742.5
10.01.2025 23:00:00;11.01.2025 00:00:00;0;0;1799.6;0;0;15;0;0;1799.6;15;-1784.6
11.01.2025 00:00:00;11.01.2025 01:00:00;0;0;1924.8;0;0;215.2;0;0;1924.8;215.2;-1709.6
11.01.2025 01:00:00;11.01.2025 02:00:00;0;0;1878.3;0;0;28.1;0;0;1878.3;28.1;-1850.2
11.01.2025 02:00:00;11.01.2025 03:00:00;0;0;1864.3;0;0;85.4;0;0;1864.3;85.4;-1778.9
11.01.2025 03:00:00;11.01.2025 04:00:00;0;0;1889.4;0;0;94.4;0;0;1889.4;94.4;-1795
11.01.2025 04:00:00;11.01.2025 05:00:00;0;0;1911.7;0;0;110.2;0;0;1911.7;110.2;-1801.5
11.01.2025 05:00:00;11.01.2025 06:00:00;0;0;1931.8;0;0;155.3;0;0;1931.8;155.3;-1776.5
11.01.2025 06:00:00;11.01.2025 07:00:00;0;0;1991.4;0;0;189.9;0;0;1991.4;189.9;-1801.5
11.01.2025 07:00:00;11.01.2025 08:00:00;0;0;1995.6;0;0;240.7;0;0;1995.6;240.7;-1754.9
11.01.2025 08:00:00;11.01.2025 09:00:00;0;0;1847.1;0;0;91.7;0;0;1847.1;91.7;-1755.4
11.01.2025 09:00:00;11.01.2025 10:00:00;0;0;1734.6;0;0;32.6;0;0;1734.6;32.6;-1702
11.01.2025 10:00:00;11.01.2025 11:00:00;0;0;1653.1;0;0;0;0;0;1653.1;0;-1653.1
11.01.2025 11:00:00;11.01.2025 12:00:00;0;0;1656.7;0;0;42.3;0;0;1656.7;42.3;-1614.4
11.01.2025 12:00:00;11.01.2025 13:00:00;0;0;1687;0;0;115.4;0;0;1687;115.4;-1571.6
11.01.2025 13:00:00;11.01.2025 14:00:00;0;0;1759.4;0;0;130.7;0;0;1759.4;130.7;-1628.7
11.01.2025 14:00:00;11.01.2025 15:00:00;0;0;1752;0;0;107.5;0;0;1752;107.5;-1644.5
11.01.2025 15:00:00;11.01.2025 16:00:00;0;0;1677.3;0;0;5;0;0;1677.3;5;-1672.3
11.01.2025 16:00:00;11.01.2025 17:00:00;0;0;1716.2;0;0;0;0;0;1716.2;0;-1716.2
11.01.2025 17:00:00;11.01.2025 18:00:00;0;0;1772.2;0;0;0;36.5;0;1808.7;0;-1808.7
11.01.2025 18:00:00;11.01.2025 19:00:00;0;0;1763.1;0;0;0;30.4;0;1793.5;0;-1793.5
11.01.2025 19:00:00;11.01.2025 20:00:00;0;0;1803.4;0;0;0;0;0;1803.4;0;-1803.4
11.01.2025 20:00:00;11.01.2025 21:00:00;0;0;1834.7;0;0;0;0;0;1834.7;0;-1834.7
11.01.2025 21:00:00;11.01.2025 22:00:00;0;0;1822.3;0;0;0;0;0;1822.3;0;-1822.3
11.01.2025 22:00:00;11.01.2025 23:00:00;0;0;1728;0;0;1.8;0;0;1728;1.8;-1726.2
11.01.2025 23:00:00;12.01.2025 00:00:00;0;0;1822.8;0;0;236.9;0;0;1822.8;236.9;-1585.9
12.01.2025 00:00:00;12.01.2025 01:00:00;0;0;1941.3;0;0;773.6;0;0;1941.3;773.6;-1167.7
12.01.2025 01:00:00;12.01.2025 02:00:00;0;0;1932.3;0;0;838.9;0;0;1932.3;838.9;-1093.4
12.01.2025 02:00:00;12.01.2025 03:00:00;0;0;1890.7;0;0;928.9;0;0;1890.7;928.9;-961.8
12.01.2025 03:00:00;12.01.2025 04:00:00;0;0;1801.5;0;0;1004.5;0;0;1801.5;1004.5;-797
12.01.2025 04:00:00;12.01.2025 05:00:00;0;0;1762.2;0;0;972.3;0;0;1762.2;972.3;-789.9
12.01.2025 05:00:00;12.01.2025 06:00:00;0;0;1671.2;0;0;801.4;0;0;1671.2;801.4;-869.8
12.01.2025 06:00:00;12.01.2025 07:00:00;0;0;1518.6;0;0;816.6;0;0;1518.6;816.6;-702
12.01.2025 07:00:00;12.01.2025 08:00:00;0;0;1426.6;0;0;537.7;0;0;1426.6;537.7;-888.9
12.01.2025 08:00:00;12.01.2025 09:00:00;0;0;545;0;0;0;693;0;1238;0;-1238
12.01.2025 09:00:00;12.01.2025 10:00:00;0;0;0;0;0;0;1226.7;0;1226.7;0;-1226.7
12.01.2025 10:00:00;12.01.2025 11:00:00;0;0;128.7;0;0;0;1150.1;0;1278.8;0;-1278.8
12.01.2025 11:00:00;12.01.2025 12:00:00;0;0;152.8;0;0;0;748.2;0;901;0;-901
12.01.2025 12:00:00;12.01.2025 13:00:00;0;0;10.1;0;0;0;959.7;0;969.8;0;-969.8
12.01.2025 13:00:00;12.01.2025 14:00:00;0;0;0;0;0;0;969.7;0;969.7;0;-969.7
12.01.2025 14:00:00;12.01.2025 15:00:00;0;0;0;0;0;0;918.8;0;918.8;0;-918.8
12.01.2025 15:00:00;12.01.2025 16:00:00;0;0;0;0;0;0;1270.5;0;1270.5;0;-1270.5
12.01.2025 16:00:00;12.01.2025 17:00:00;0;0;148;0;0;0;1115.9;0;1263.9;0;-1263.9
12.01.2025 17:00:00;12.01.2025 18:00:00;0;0;140.5;0;0;0;1225.8;0;1366.3;0;-1366.3
12.01.2025 18:00:00;12.01.2025 19:00:00;0;0;380.6;0;0;0;953.5;0;1334.1;0;-1334.1
12.01.2025 19:00:00;12.01.2025 20:00:00;0;0;707.6;0;0;0;605.6;0;1313.2;0;-1313.2
12.01.2025 20:00:00;12.01.2025 21:00:00;0;0;634.4;0;0;0;718.9;0;1353.3;0;-1353.3
12.01.2025 21:00:00;12.01.2025 22:00:00;0;0;153;0;0;0;1311;0;1464;0;-1464
12.01.2025 22:00:00;12.01.2025 23:00:00;0;0;0;0;0;0;1353.9;0;1353.9;0;-1353.9
12.01.2025 23:00:00;13.01.2025 00:00:00;0;0;0;0;0;0;1160.5;0;1160.5;0;-1160.5
13.01.2025 00:00:00;13.01.2025 01:00:00;0;0;517.9;0;0;0;430.5;0;948.4;0;-948.4
13.01.2025 01:00:00;13.01.2025 02:00:00;0;0;988.1;0;0;70.4;0;0;988.1;70.4;-917.7
13.01.2025 02:00:00;13.01.2025 03:00:00;0;0;1191.9;0;0;554.6;0;0;1191.9;554.6;-637.3
13.01.2025 03:00:00;13.01.2025 04:00:00;0;0;1195.2;0;0;522.4;0;0;1195.2;522.4;-672.8
13.01.2025 04:00:00;13.01.2025 05:00:00;0;0;1130.1;0;0;541.2;0;0;1130.1;541.2;-588.9
13.01.2025 05:00:00;13.01.2025 06:00:00;0;0;832.2;0;0;568.6;0;0;832.2;568.6;-263.6
13.01.2025 06:00:00;13.01.2025 07:00:00;0;0;650.2;0;0;543.9;0;0;650.2;543.9;-106.3
13.01.2025 07:00:00;13.01.2025 08:00:00;0;0;456.7;0;0;0;350.7;0;807.4;0;-807.4
13.01.2025 08:00:00;13.01.2025 09:00:00;0;0;79.5;0;0;5;0;0;79.5;5;-74.5
13.01.2025 09:00:00;13.01.2025 10:00:00;0;0;132.7;0;0;33.6;0;0;132.7;33.6;-99.1
13.01.2025 10:00:00;13.01.2025 11:00:00;0;0;597.4;0;0;564;0;0;597.4;564;-33.4
13.01.2025 11:00:00;13.01.2025 12:00:00;0;0;589.4;0;0;646.8;0;0;589.4;646.8;57.4
13.01.2025 12:00:00;13.01.2025 13:00:00;0;0;596.5;0;0;716;0;0;596.5;716;119.5
13.01.2025 13:00:00;13.01.2025 14:00:00;0;0;624.6;0;0;755.9;0;0;624.6;755.9;131.3
13.01.2025 14:00:00;13.01.2025 15:00:00;0;0;668;0;0;818.1;0;0;668;818.1;150.1
13.01.2025 15:00:00;13.01.2025 16:00:00;0;0;596.9;0;0;872.9;0;0;596.9;872.9;276
13.01.2025 16:00:00;13.01.2025 17:00:00;0;0;635.3;0;0;872.8;0;0;635.3;872.8;237.5
13.01.2025 17:00:00;13.01.2025 18:00:00;0;0;525.3;0;0;834.1;0;0;525.3;834.1;308.8
13.01.2025 18:00:00;13.01.2025 19:00:00;0;0;578.6;0;0;898;0;0;578.6;898;319.4
13.01.2025 19:00:00;13.01.2025 20:00:00;0;0;865.4;0;0;1145.9;0;0;865.4;1145.9;280.5
13.01.2025 20:00:00;13.01.2025 21:00:00;0;0;981.3;0;0;1352.7;0;0;981.3;1352.7;371.4
13.01.2025 21:00:00;13.01.2025 22:00:00;0;0;1065.5;0;0;1350.7;0;0;1065.5;1350.7;285.2
13.01.2025 22:00:00;13.01.2025 23:00:00;0;0;1080.5;0;0;1287.2;0;0;1080.5;1287.2;206.7
13.01.2025 23:00:00;14.01.2025 00:00:00;0;0;1022.4;0;0;1326.2;0;0;1022.4;1326.2;303.8
14.01.2025 00:00:00;14.01.2025 01:00:00;0;0;853.4;0;0;1355.4;0;0;853.4;1355.4;502
14.01.2025 01:00:00;14.01.2025 02:00:00;0;0;870.9;0;0;1341.5;0;0;870.9;1341.5;470.6
14.01.2025 02:00:00;14.01.2025 03:00:00;0;0;866;0;0;1350.9;0;0;866;1350.9;484.9
14.01.2025 03:00:00;14.01.2025 04:00:00;0;0;894.8;0;0;1332.7;0;0;894.8;1332.7;437.9
14.01.2025 04:00:00;14.01.2025 05:00:00;0;0;922.1;0;0;1319.1;0;0;922.1;1319.1;397
14.01.2025 05:00:00;14.01.2025 06:00:00;0;0;952.4;0;0;1238.8;0;0;952.4;1238.8;286.4
14.01.2025 06:00:00;14.01.2025 07:00:00;0;0;863.2;0;0;1196.9;0;0;863.2;1196.9;333.7
14.01.2025 07:00:00;14.01.2025 08:00:00;0;0;899.2;0;0;1301.5;0;0;899.2;1301.5;402.3
14.01.2025 08:00:00;14.01.2025 09:00:00;0;0;710.5;0;0;1241.3;0;0;710.5;1241.3;530.8
14.01.2025 09:00:00;14.01.2025 10:00:00;0;0;692.9;0;0;1243.4;0;0;692.9;1243.4;550.5
14.01.2025 10:00:00;14.01.2025 11:00:00;0;0;809.7;0;0;1377.7;0;0;809.7;1377.7;568
14.01.2025 11:00:00;14.01.2025 12:00:00;0;0;829.8;0;0;1431.2;0;0;829.8;1431.2;601.4
14.01.2025 12:00:00;14.01.2025 13:00:00;0;0;854;0;0;1383.1;0;0;854;1383.1;529.1
14.01.2025 13:00:00;14.01.2025 14:00:00;0;0;946.9;0;0;1375.9;0;0;946.9;1375.9;429
14.01.2025 14:00:00;14.01.2025 15:00:00;0;0;995.7;0;0;1170.6;0;0;995.7;1170.6;174.9
14.01.2025 15:00:00;14.01.2025 16:00:00;0;0;858.2;0;0;1093.7;0;0;858.2;1093.7;235.5
14.01.2025 16:00:00;14.01.2025 17:00:00;0;0;940;0;0;622.5;0;0;940;622.5;-317.5
14.01.2025 17:00:00;14.01.2025 18:00:00;0;0;701;0;0;529;0;0;701;529;-172
14.01.2025 18:00:00;14.01.2025 19:00:00;0;0;801;0;0;567.4;0;0;801;567.4;-233.6
14.01.2025 19:00:00;14.01.2025 20:00:00;0;0;1109.8;0;0;504.2;0;0;1109.8;504.2;-605.6
14.01.2025 20:00:00;14.01.2025 21:00:00;0;0;1286.6;0;0;446;0;0;1286.6;446;-840.6
14.01.2025 21:00:00;14.01.2025 22:00:00;0;0;1511.3;0;0;401.4;0;0;1511.3;401.4;-1109.9
14.01.2025 22:00:00;14.01.2025 23:00:00;0;0;1488;0;0;466.3;0;0;1488;466.3;-1021.7
14.01.2025 23:00:00;15.01.2025 00:00:00;0;0;1426.4;0;0;438.8;0;0;1426.4;438.8;-987.6
15.01.2025 00:00:00;15.01.2025 01:00:00;0;0;1328.5;0;0;277.3;0;0;1328.5;277.3;-1051.2
15.01.2025 01:00:00;15.01.2025 02:00:00;0;0;1248.6;0;0;131.2;0;0;1248.6;131.2;-1117.4
15.01.2025 02:00:00;15.01.2025 03:00:00;0;0;981;0;0;0;215.2;0;1196.2;0;-1196.2
15.01.2025 03:00:00;15.01.2025 04:00:00;0;0;644.5;0;0;0;592.9;0;1237.4;0;-1237.4
15.01.2025 04:00:00;15.01.2025 05:00:00;0;0;178.2;0;0;0;1046.9;0;1225.1;0;-1225.1
15.01.2025 05:00:00;15.01.2025 06:00:00;0;0;0;0;0;0;704.7;0;704.7;0;-704.7
15.01.2025 06:00:00;15.01.2025 07:00:00;0;0;0;0;0;0;861.2;0;861.2;0;-861.2
15.01.2025 07:00:00;15.01.2025 08:00:00;0;0;0;0;0;0;888.9;0;888.9;0;-888.9
15.01.2025 08:00:00;15.01.2025 09:00:00;0;0;0;0;0;0;631.1;0;631.1;0;-631.1
15.01.2025 09:00:00;15.01.2025 10:00:00;0;0;0;0;0;0;901;0;901;0;-901
15.01.2025 10:00:00;15.01.2025 11:00:00;0;0;0;0;0;0;1074.2;0;1074.2;0;-1074.2
15.01.2025 11:00:00;15.01.2025 12:00:00;0;0;0;0;0;0;1017;0;1017;0;-1017
15.01.2025 12:00:00;15.01.2025 13:00:00;0;0;0;0;0;0;1144.4;0;1144.4;0;-1144.4
15.01.2025 13:00:00;15.01.2025 14:00:00;0;0;0;0;0;0;839;0;839;0;-839
15.01.2025 14:00:00;15.01.2025 15:00:00;0;0;0;0;0;0;529.4;0;529.4;0;-529.4
15.01.2025 15:00:00;15.01.2025 16:00:00;0;0;0;0;0;0;485.5;0;485.5;0;-485.5
15.01.2025 16:00:00;15.01.2025 17:00:00;0;0;0;0;0;0;429.2;0;429.2;0;-429.2
15.01.2025 17:00:00;15.01.2025 18:00:00;0;0;0;0;0;0;421.2;0;421.2;0;-421.2
15.01.2025 18:00:00;15.01.2025 19:00:00;0;0;0;0;0;0;138.4;0;138.4;0;-138.4
15.01.2025 19:00:00;15.01.2025 20:00:00;0;0;563.4;0;0;476.3;0;0;563.4;476.3;-87.1
15.01.2025 20:00:00;15.01.2025 21:00:00;0;0;770.5;0;0;918.5;0;0;770.5;918.5;148
15.01.2025 21:00:00;15.01.2025 22:00:00;0;0;900.1;0;0;1076.3;0;0;900.1;1076.3;176.2
15.01.2025 22:00:00;15.01.2025 23:00:00;0;0;1176.9;0;0;1304.1;0;0;1176.9;1304.1;127.2
15.01.2025 23:00:00;16.01.2025 00:00:00;0;0;1141.3;0;0;1285.4;0;0;1141.3;1285.4;144.1
16.01.2025 00:00:00;16.01.2025 01:00:00;0;0;1020.8;0;0;1348.9;0;0;1020.8;1348.9;328.1
16.01.2025 01:00:00;16.01.2025 02:00:00;0;0;1048.8;0;0;1380.8;0;0;1048.8;1380.8;332
16.01.2025 02:00:00;16.01.2025 03:00:00;0;0;1110.3;0;0;1414.5;0;0;1110.3;1414.5;304.2
16.01.2025 03:00:00;16.01.2025 04:00:00;0;0;1132;0;0;1425.5;0;0;1132;1425.5;293.5
16.01.2025 04:00:00;16.01.2025 05:00:00;0;0;1130.9;0;0;1435;0;0;1130.9;1435;304.1
16.01.2025 05:00:00;16.01.2025 06:00:00;0;0;1246.3;0;0;1409.5;0;0;1246.3;1409.5;163.2
16.01.2025 06:00:00;16.01.2025 07:00:00;0;0;1207.3;0;0;1142;0;0;1207.3;1142;-65.3
16.01.2025 07:00:00;16.01.2025 08:00:00;0;0;742.3;0;0;790;0;0;742.3;790;47.7
16.01.2025 08:00:00;16.01.2025 09:00:00;0;0;691.6;0;0;575.6;0;0;691.6;575.6;-116
16.01.2025 09:00:00;16.01.2025 10:00:00;0;0;403.5;0;0;290.4;0;0;403.5;290.4;-113.1
16.01.2025 10:00:00;16.01.2025 11:00:00;0;0;466.3;0;0;251.2;0;0;466.3;251.2;-215.1
16.01.2025 11:00:00;16.01.2025 12:00:00;0;0;448.2;0;0;293.8;0;0;448.2;293.8;-154.4
16.01.2025 12:00:00;16.01.2025 13:00:00;0;0;631.2;0;0;400.7;0;0;631.2;400.7;-230.5
16.01.2025 13:00:00;16.01.2025 14:00:00;0;0;610.5;0;0;409.5;0;0;610.5;409.5;-201
16.01.2025 14:00:00;16.01.2025 15:00:00;0;0;722.6;0;0;570.4;0;0;722.6;570.4;-152.2
16.01.2025 15:00:00;16.01.2025 16:00:00;0;0;769.6;0;0;494.7;0;0;769.6;494.7;-274.9
16.01.2025 16:00:00;16.01.2025 17:00:00;0;0;804.1;0;0;392.5;0;0;804.1;392.5;-411.6
16.01.2025 17:00:00;16.01.2025 18:00:00;0;0;273.1;0;0;0;139.2;0;412.3;0;-412.3
16.01.2025 18:00:00;16.01.2025 19:00:00;0;0;406.4;0;0;48;0;0;406.4;48;-358.4
16.01.2025 19:00:00;16.01.2025 20:00:00;0;0;720.4;0;0;481.7;0;0;720.4;481.7;-238.7
16.01.2025 20:00:00;16.01.2025 21:00:00;0;0;938.8;0;0;865.5;0;0;938.8;865.5;-73.3
16.01.2025 21:00:00;16.01.2025 22:00:00;0;0;1077.9;0;0;1062.9;0;0;1077.9;1062.9;-15
16.01.2025 22:00:00;16.01.2025 23:00:00;0;0;1294.7;0;0;1254.7;0;0;1294.7;1254.7;-40
16.01.2025 23:00:00;17.01.2025 00:00:00;0;0;1260.9;0;0;1391.1;0;0;1260.9;1391.1;130.2
17.01.2025 00:00:00;17.01.2025 01:00:00;0;0;1337.3;0;0;1318.4;0;0;1337.3;1318.4;-18.9
17.01.2025 01:00:00;17.01.2025 02:00:00;0;0;1312.1;0;0;1312;0;0;1312.1;1312;-0.1
17.01.2025 02:00:00;17.01.2025 03:00:00;0;0;1329.5;0;0;1292.5;0;0;1329.5;1292.5;-37
17.01.2025 03:00:00;17.01.2025 04:00:00;0;0;1353.2;0;0;1280.9;0;0;1353.2;1280.9;-72.3
17.01.2025 04:00:00;17.01.2025 05:00:00;0;0;1252.7;0;0;1078.2;0;0;1252.7;1078.2;-174.5
17.01.2025 05:00:00;17.01.2025 06:00:00;0;0;1236.5;0;0;814.7;0;0;1236.5;814.7;-421.8
17.01.2025 06:00:00;17.01.2025 07:00:00;0;0;1234.7;0;0;727.1;0;0;1234.7;727.1;-507.6
17.01.2025 07:00:00;17.01.2025 08:00:00;0;0;1346.8;0;0;289.7;0;0;1346.8;289.7;-1057.1
17.01.2025 08:00:00;17.01.2025 09:00:00;0;0;1347.7;0;0;23.4;0;0;1347.7;23.4;-1324.3
17.01.2025 09:00:00;17.01.2025 10:00:00;0;0;1439.8;0;0;299.8;0;0;1439.8;299.8;-1140
17.01.2025 10:00:00;17.01.2025 11:00:00;0;0;1479.4;0;0;358.6;0;0;1479.4;358.6;-1120.8
17.01.2025 11:00:00;17.01.2025 12:00:00;0;0;1034.2;0;0;581.5;0;0;1034.2;581.5;-452.7
17.01.2025 12:00:00;17.01.2025 13:00:00;0;0;968.6;0;0;635.2;0;0;968.6;635.2;-333.4
17.01.2025 13:00:00;17.01.2025 14:00:00;0;0;912.3;0;0;707.2;0;0;912.3;707.2;-205.1
17.01.2025 14:00:00;17.01.2025 15:00:00;0;0;921.1;0;0;726;0;0;921.1;726;-195.1
17.01.2025 15:00:00;17.01.2025 16:00:00;0;0;1038.6;0;0;845.4;0;0;1038.6;845.4;-193.2
17.01.2025 16:00:00;17.01.2025 17:00:00;0;0;956.4;0;0;689.9;0;0;956.4;689.9;-266.5
17.01.2025 17:00:00;17.01.2025 18:00:00;0;0;842.4;0;0;748.3;0;0;842.4;748.3;-94.1
17.01.2025 18:00:00;17.01.2025 19:00:00;0;0;938.6;0;0;983.2;0;0;938.6;983.2;44.6
17.01.2025 19:00:00;17.01.2025 20:00:00;0;0;1067.9;0;0;1248.3;0;0;1067.9;1248.3;180.4
17.01.2025 20:00:00;17.01.2025 21:00:00;0;0;1036.2;0;0;1400.6;0;0;1036.2;1400.6;364.4
17.01.2025 21:00:00;17.01.2025 22:00:00;0;0;1119.6;0;0;1502.2;0;0;1119.6;1502.2;382.6
17.01.2025 22:00:00;17.01.2025 23:00:00;0;0;1044.3;0;0;1416.5;0;0;1044.3;1416.5;372.2
17.01.2025 23:00:00;18.01.2025 00:00:00;0;0;1056.4;0;0;1389.1;0;0;1056.4;1389.1;332.7
18.01.2025 00:00:00;18.01.2025 01:00:00;0;0;987.1;0;0;1254.9;0;0;987.1;1254.9;267.8
18.01.2025 01:00:00;18.01.2025 02:00:00;0;0;987.1;0;0;1248.8;0;0;987.1;1248.8;261.7
18.01.2025 02:00:00;18.01.2025 03:00:00;0;0;1008;0;0;1263.3;0;0;1008;1263.3;255.3
18.01.2025 03:00:00;18.01.2025 04:00:00;0;0;1042.3;0;0;1281.6;0;0;1042.3;1281.6;239.3
18.01.2025 04:00:00;18.01.2025 05:00:00;0;0;1094.9;0;0;1303;0;0;1094.9;1303;208.1
18.01.2025 05:00:00;18.01.2025 06:00:00;0;0;1224.1;0;0;1286.4;0;0;1224.1;1286.4;62.3
18.01.2025 06:00:00;18.01.2025 07:00:00;0;0;1311.9;0;0;1217.4;0;0;1311.9;1217.4;-94.5
18.01.2025 07:00:00;18.01.2025 08:00:00;0;0;1041.1;0;0;731;0;0;1041.1;731;-310.1
18.01.2025 08:00:00;18.01.2025 09:00:00;0;0;731.5;0;0;127.7;0;0;731.5;127.7;-603.8
18.01.2025 09:00:00;18.01.2025 10:00:00;0;0;309.1;0;0;0;418.3;0;727.4;0;-727.4
18.01.2025 10:00:00;18.01.2025 11:00:00;0;0;54.1;0;0;0;758.6;0;812.7;0;-812.7
18.01.2025 11:00:00;18.01.2025 12:00:00;0;0;50.9;0;0;0;914.4;0;965.3;0;-965.3
18.01.2025 12:00:00;18.01.2025 13:00:00;0;0;0;0;0;0;1135.1;0;1135.1;0;-1135.1
18.01.2025 13:00:00;18.01.2025 14:00:00;0;0;0;0;0;0;858.1;0;858.1;0;-858.1
18.01.2025 14:00:00;18.01.2025 15:00:00;0;0;0;0;0;0;788.1;0;788.1;0;-788.1
18.01.2025 15:00:00;18.01.2025 16:00:00;0;0;0;0;0;0;801.7;0;801.7;0;-801.7
18.01.2025 16:00:00;18.01.2025 17:00:00;0;0;0;0;0;0;949.7;0;949.7;0;-949.7
18.01.2025 17:00:00;18.01.2025 18:00:00;0;0;0;0;0;0;1020.7;0;1020.7;0;-1020.7
18.01.2025 18:00:00;18.01.2025 19:00:00;0;0;0;0;0;0;975.6;0;975.6;0;-975.6
18.01.2025 19:00:00;18.01.2025 20:00:00;0;0;451;0;0;0;507.3;0;958.3;0;-958.3
18.01.2025 20:00:00;18.01.2025 21:00:00;0;0;811.6;0;0;0;0;0;811.6;0;-811.6
18.01.2025 21:00:00;18.01.2025 22:00:00;0;0;863.2;0;0;47.8;0;0;863.2;47.8;-815.4
18.01.2025 22:00:00;18.01.2025 23:00:00;0;0;964.3;0;0;244.2;0;0;964.3;244.2;-720.1
18.01.2025 23:00:00;19.01.2025 00:00:00;0;0;876;0;0;486.8;0;0;876;486.8;-389.2
19.01.2025 00:00:00;19.01.2025 01:00:00;0;0;1043.2;0;0;476.1;0;0;1043.2;476.1;-567.1
19.01.2025 01:00:00;19.01.2025 02:00:00;0;0;1009.2;0;0;474;0;0;1009.2;474;-535.2
19.01.2025 02:00:00;19.01.2025 03:00:00;0;0;947.8;0;0;373.4;0;0;947.8;373.4;-574.4
19.01.2025 03:00:00;19.01.2025 04:00:00;0;0;919.2;0;0;504.4;0;0;919.2;504.4;-414.8
19.01.2025 04:00:00;19.01.2025 05:00:00;0;0;1122.1;0;0;773.4;0;0;1122.1;773.4;-348.7
19.01.2025 05:00:00;19.01.2025 06:00:00;0;0;1028.1;0;0;642.4;0;0;1028.1;642.4;-385.7
19.01.2025 06:00:00;19.01.2025 07:00:00;0;0;978.2;0;0;681.8;0;0;978.2;681.8;-296.4
19.01.2025 07:00:00;19.01.2025 08:00:00;0;0;754.7;0;0;463.1;0;0;754.7;463.1;-291.6
19.01.2025 08:00:00;19.01.2025 09:00:00;0;0;682.7;0;0;292.6;0;0;682.7;292.6;-390.1
19.01.2025 09:00:00;19.01.2025 10:00:00;0;0;658.8;0;0;73.1;0;0;658.8;73.1;-585.7
19.01.2025 10:00:00;19.01.2025 11:00:00;0;0;782;0;0;149.2;0;0;782;149.2;-632.8
19.01.2025 11:00:00;19.01.2025 12:00:00;0;0;700.4;0;0;6.5;0;0;700.4;6.5;-693.9
19.01.2025 12:00:00;19.01.2025 13:00:00;0;0;561.2;0;0;0;76.2;0;637.4;0;-637.4
19.01.2025 13:00:00;19.01.2025 14:00:00;0;0;589.9;0;0;0;60;0;649.9;0;-649.9
19.01.2025 14:00:00;19.01.2025 15:00:00;0;0;464.9;0;0;0;318.6;0;783.5;0;-783.5
19.01.2025 15:00:00;19.01.2025 16:00:00;0;0;327.2;0;0;0;704.2;0;1031.4;0;-1031.4
19.01.2025 16:00:00;19.01.2025 17:00:00;0;0;106.9;0;0;0;1353.4;0;1460.3;0;-1460.3
19.01.2025 17:00:00;19.01.2025 18:00:00;0;0;0;0;0;0;1326.3;0;1326.3;0;-1326.3
19.01.2025 18:00:00;19.01.2025 19:00:00;0;0;129.1;0;0;0;1311;0;1440.1;0;-1440.1
19.01.2025 19:00:00;19.01.2025 20:00:00;0;0;0;0;0;0;1370;0;1370;0;-1370
19.01.2025 20:00:00;19.01.2025 21:00:00;0;0;0;0;0;0;1368.9;0;1368.9;0;-1368.9
19.01.2025 21:00:00;19.01.2025 22:00:00;0;0;0;0;0;0;1330.8;0;1330.8;0;-1330.8
19.01.2025 22:00:00;19.01.2025 23:00:00;0;0;0;0;0;0;1365.1;0;1365.1;0;-1365.1
19.01.2025 23:00:00;20.01.2025 00:00:00;0;0;0;0;0;0;1298.3;0;1298.3;0;-1298.3
20.01.2025 00:00:00;20.01.2025 01:00:00;0;0;0;0;0;0;1236.9;0;1236.9;0;-1236.9
20.01.2025 01:00:00;20.01.2025 02:00:00;0;0;0;0;0;0;1328.4;0;1328.4;0;-1328.4
20.01.2025 02:00:00;20.01.2025 03:00:00;0;0;46.5;0;0;0;1273.9;0;1320.4;0;-1320.4
20.01.2025 03:00:00;20.01.2025 04:00:00;0;0;148.5;0;0;0;1210.4;0;1358.9;0;-1358.9
20.01.2025 04:00:00;20.01.2025 05:00:00;0;0;0;0;0;0;1420.7;0;1420.7;0;-1420.7
20.01.2025 05:00:00;20.01.2025 06:00:00;0;0;0;0;0;0;1131;0;1131;0;-1131
20.01.2025 06:00:00;20.01.2025 07:00:00;0;0;0;0;0;0;1302;0;1302;0;-1302
20.01.2025 07:00:00;20.01.2025 08:00:00;0;0;135.3;0;0;0;1208.4;0;1343.7;0;-1343.7
20.01.2025 08:00:00;20.01.2025 09:00:00;0;0;0;0;0;0;522.6;0;522.6;0;-522.6
20.01.2025 09:00:00;20.01.2025 10:00:00;0;0;0;0;0;0;458.1;0;458.1;0;-458.1
20.01.2025 10:00:00;20.01.2025 11:00:00;0;0;0;0;0;0;434.5;0;434.5;0;-434.5
